CO_UNIDADE;CO_END_COMPL;NO_IDENTIFICACAO;TP_LOGR;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NO_BAIRRO;CO_CEP;CO_MUNICIPIO;NO_DDD_TEL;NU_TELEFONE;NO_EMAIL;CO_USUARIO
1302110000000;2;ESCOLA MUNICIPAL MARCOS MIRANDA;713;SAO PEDRO;S/N;;ZONA RURAL;69495000;130210;;;;CNES
1302110000000;3;ESCOLA MUNICIPAL PROFESSORA FRANCISCA ARCENTALES;713;SERRINHA;S/N;;ZONA RURAL;69495000;130210;;;;CNES
1302110000000;4;ESCOLA MUNICIPAL INDIGENA PEDRO TEIXEIRA;713;APAPORES;S/N;;ZONA RURAL;69495000;130210;;;;CNES
3138410000000;1;CAMET- CONSULTORIA E ASSESSORIA EM MEDI TRABALHO LTDA;81;JOSE PERES;60;;CENTRO;36700000;313840;;;;SAUDE
1301150000000;2;ESCOLA MUNICIPAL JOSE VICENTE LOPES;713;JACURARU;S/N;;ZONA RURAL;69255000;130115;92;991556874;;CNES
1301150000000;3;ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEIÇÃO;713;COTOVELO;S/N;;ZONA RURAL;69255000;130115;92;991556874;;CNES
1301150000000;2;ESCOLA MUNICIPAL MARIA CONCEIÇÃO SILVA COUTINHO;713;N. SRA. DO PERPETUO SOCORRO;S/N;LAGO DO COBRA;ZONA RURAL;69255000;130115;;;;CNES
1301150000000;3;IGREJA ASSEMBLEIA DE DEUS;713;RAMAL DO BOM FUTURO;S/N;;ZONA RURAL;69255000;130115;;;;CNES
1301150000000;4;ESCOLA MUNICIPAL N. SRA. DO PERPETUO SOCORRO;713;CAIOE;S/N;;ZONA RURAL;69255000;130115;;;;CNES
1301160000000;1;UBS FRANCISCA MOURA PESSOA;713;COMUNIDADE SAO FRANCISCO;S/N;ZONA RURAL;ZONA RURAL;69255000;130115;;;;CNES
3106200000000;2;CENTRO OFTALMOLOGICO DE MINAS GERAIS SA;561;CARANGOLA;44;;SANTO ANTONIO;30330240;310620;31;25325900;;MARCIA
4313410000000;1;FILIAL (UNIDADE DE ATENDIMENTO);655;MAURICIO CARDOSO;711;HOSPITAL REGINA;HAMBURGO VELHO;93511970;431340;51;35951490;ligafeminina@sinos.net;DEPIS
4113700000000;11;ENDERECO COMPLENTAR 9;81;GENERAL HORTA BARBOSA;146;SALA TERREO;JD PETROPOLIS;86015510;411370;43;33792628;;FCES
4113700000000;12;ENDERECO COMPLEMANTAR 10;8;MARINGA;2655;;JD VITORIA;86060000;411370;43;33251917;;FCES
5107360000000;1;RUA HUMBERTO NUNES REZENDE;561;HUMBERTO NUNES REZENDE;SN;;CENTRO;78663000;510735;66;35681832;;SAUDE
1300690000000;1;ESCOLA CARLOS ESTEVES;713;SANTO ANTONIO DO URUBU;SN;;ZONA RURAL;69195000;130068;;;;SEMSA
1300690000000;2;ESCOLA PERMINIO MAFRA;713;SAO FRANCISCO DA BARREIRA;SN;;ZONA RURAL;69195000;130068;;;;SEMSA
4315800000000;1;FARMACIAS SAO JOAO;561;GENERAL DALTRO FILHO;1061;;CENTRO;95735000;431580;;;;SAUDE
5004300000000;2;CESI;655;WALONSEK CONRAD;SN;ANEXO AO AME;CENTRO;79960000;500430;;;;SAUDE
2304410000000;1;DSG ODONTOLOGIA SOCIEDADE SIMPLES LTDA;561;SILVA PAULET;1739;SALA 14;ALDEOTA;60120021;230440;85;32611556;juliorabelo2011@gmail.com;LIZZANGELA
5210000000000;1;FILIAL CLINICA  ACURE;81;ANTONIO MARQUES PALMEIRA;45;;CENTRO;75400528;521000;;;;INHUMAS
3106200000000;1;MÚLTIMÉDICOS;561;DOUTOR JULIO OTAVIANO FERRIERA;718;;CIDADE NOVA;31170200;310620;31;983478111;;SMSAS
1302610000000;1;CLINICA BIOLIDER;8;BORBA;747;;CACHOEIRINHA;69065030;130260;92;38774421;;AMCNES
3127010000000;1;ENDERECO COMPLEMENTAR 1;655;MINAS GERAIS;141;BLOCO C;CENTRO;38230000;312700;34;34282815;saude@fronteira.mg.gov.br;KELEN
3158950000000;1;ENDERECO COMPLEMENTAR 1;81;JOSE OLIMPIO PEREIRA;41;;CENTRO;35179000;315895;31;32515480;;GILBERTO
3158950000000;1;ENDERECO COMPLEMENTAR 1;81;GLICERIO DE ALMEIDA;299;;INDUSTRIAL;35179000;315895;31;38271442;;GILBERTO
3170570000000;1;ENDERECO COMPLEMENTAR 1;81;SATIL LISBOA;S/N;;CENTRO;35199000;317057;33;33241166;centrosaudeva@gmail.com;FABIANO
3170570000000;2;ENDERECO COMPLEMENTAR 2;81;SEBASTIAO MACHADO DOS REIS;411;(FARMACIA);CENTRO;35199000;317057;33;33241166;;FABIANO
3532610000000;1;ENDERECO COMPLEMENTAR 1;81;RUA DR OCTAVIANO CARDOSO FILHO;1;;CENTRO;15190000;353260;17;34723070;;RAFAEL
3536510000000;2;VIGILANCIA SANITARIA;81;SAO BENTO;1065;;J P NOGUEIRA;13140421;353650;19;38741700;visa@paulinia.sp.gov.br;GESTOR
3536510000000;3;ENDERECO COMPLEMENTAR 3;81;SALVADOR LOMBARDI NETO;284;;NOVA PAULINIA;13140284;353650;19;38749131;visa@paulinia.sp.gov.br;GESTOR
3536510000000;4;ZOONOSES;81;DOS ESTADOS;1000;;NOVA PAULINIA;13140516;353650;19;38749266;ve@paulinia.sp.gov.br;GESTOR
3536510000000;5;ENDERECO COMPLEMENTAR 5;81;DOS ESTADOS;1000;ZOONOSES;JD YPE;13140536;353650;19;38332299;zoonoses@paulinia.sp.gov.br;GESTOR
5206210000000;1;ENDERECO COMPLEMENTAR 1;655;TIRADENTES;S/N;;JARDIM PLANALTO;73850000;520620;;;;SMSAUDE
3549900000000;1;ENDERECO COMPLEMENTAR 1;8;MADRE TERESA;449;2º ANDAR;CENTRO;12245680;354990;12;39132018;aquarela@fundhas.org.br;ANDRE
4312110000000;1;ENDERECO COMPLEMENTAR 1;81;DO COMERCIO;495;;CENTRO;97410000;431210;55;32591122;;SAUDE
2112210000000;1;ENDERECO COMPLEMENTAR 1;8;AVENIDA VIANA VAZ;97;;CENTRO;65630150;211220;99;32129629;auditoriatimon@yahoo.com.br;CARLOS
3541410000000;1;ENDERECO COMPLEMENTAR 1;81;JULIO ARANHA;120;;BRASIL NOVO;19034575;354140;18;39052400;;PAULO
2800300000000;1;ENDERECO COMPLEMENTAR 1;561;ARAUA;545;;CENTRO;49035190;280030;79;32117433;;TALITA
3537910000000;1;VIGILANCIA SANITARIA;655;PAPA JOAO XXIII;1010;;CAMPO GRANDE;18185017;353790;;;visapilardosul@bol.com.br;SECRETARIA
3537910000000;2;VIGILANCIA EPIDEMIOLOGICA;655;PAPA JOAO XXIII;1010;;CAMPO GRANDE;18185017;353790;;;visavepilar@ig.com.br;SECRETARIA
3527500000000;1;"NUCLEO  PROMOÇÃO E CUIDADOS ""MARIO GITAY NABUCO DE ARAUJO""";561;DONA MARIA FAUSTINA;280;;CENTRO;17475021;352750;14;32861316;saude.coordenadoria@lucianopolis.sp.gov.br;EDENILSON
1400460000000;1;ENDERECO COMPLEMENTAR 1;561;RUA CARIBE;S/N;AO LADO DO HOSPITAL;VILA NOVA;69345000;140045;95;35921984;hdot@hotmail.com;SEMSA
3147100000000;1;CENTRO DE REABILITACAO DA APAE DE PARA DE MINAS - CER III;81;UBIRAJARA CAMPOS DE ALMEIDA;729;;SAO LUIZ;35661207;314710;37;32315414;saude.parademinas@apaemg.org.br;MESTRE
3170210000000;1;ENDERECO COMPLEMENTAR 1;561;DUQUE DE CAXIAS;185;CLINICA DE OFTALMOLO;CENTRO;38400142;317020;34;32537000;biaggi_rhb@hotmail.com;VAGNER
3304910000000;1;ENDERECO COMPLEMENTAR 1;81;CIRILO BRANCO;290;;PORTO DA PEDRA;24440490;330490;;;;SEMSA
4128100000000;1;ENDERECO COMPLEMENTAR 1;81;PRACA OSCAR THOMPSON FILHO;3233;;CENTRO;87501360;412810;44;36231999;;SAUDE
4305100000000;1;ENDERECO COMPLEMENTAR 1;561;ERNESTO ALVES;2260;;CENTRO;95020320;430510;54;32904528;;ADMIN
1200400000000;3;ENDERECO COMPLEMENTAR 3;81;ALAMEDA MAGNOLIAS;740;CHACARA IPE;DISTRITO INDUSTRIAL;69917524;120040;38;32274332;edinir2003@yahoo.com.br;SCNES
2307700000000;1;ENDERECO COMPLEMENTAR 1;92;SAO BENEDITO;0;;SAO BENEDITO;61940145;230770;;;;CRISTIANO
2307700000000;1;ENDERECO COMPLEMENTAR 1;92;YPIOCA;0;;YPIOCA;61940145;230770;;;;CRISTIANO
2307700000000;1;ENDERECO COMPLEMENTAR 1;28;CACHOEIRA;0;;CACHOEIRA;61977000;230770;;;;CRISTIANO
2307700000000;1;ENDERECO COMPLEMENTAR 1;28;LADEIRA;0;;LADEIRA GRANDE;61953000;230770;;;;LEONARDO
2307700000000;2;ENDERECO COMPLEMENTAR 2;92;COLUMINJUBA;0;;COLUMINJUBA;61956000;230770;;;;LEONARDO
2307700000000;3;ENDERECO COMPLEMENTAR 3;92;TRAPIA;0;;TRAPIA;61956000;230770;;;;LEONARDO
2307700000000;1;ENDERECO COMPLEMENTAR 1;92;PEDRA D¿AGUA;0;;PEDRA D¿AGUA;61979000;230770;;;;CRISTIANO
2307700000000;1;ENDERECO COMPLEMENTAR 1;28;LAGES;0;;LAGES;61962000;230770;;;;LEONARDO
2307700000000;1;ENDERECO COMPLEMENTAR 1;544;SERRA;0;;SERRA;61984000;230770;;;;CRISTIANO
2307700000000;2;ENDERECO COMPLEMENTAR 2;544;RATO DE CIMA;0;;RATO DE CIMA;61984000;230770;;;;CRISTIANO
5210410000000;3;NUCLEO DE VIGILANCIA EM SAUDE;81;7;S/N;QD.22 LT.12;VILA LEONOR;76630000;521040;62;33751281;;MARCELOH
3527500000000;2;"NUCLEO DE PROMOÇÃO E CUIDADOS DE SAUDE""MARIO GITAY NABUCO DE";81;SAO PEDRO;650;;CENTRO;17475001;352750;14;32861190;saude@lucianopolis.sp.gov.br;EDENILSON
3106210000000;1;CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;562;ALCINDO VIEIRA;139;;BARREIRO DE BAIXO;30640100;310620;31;33842934;SHIRLEY.RAGAZZI@CDI.MED.BR;SMSAS
3537610000000;1;ASD;81;ALFREDO GOMES;117;;CENTRO;11750000;353760;13;34535661;;GUILHERME
3301150000000;1;UMS GALDINO SILVA;28;OUTEIRO;SN;;OUTEIRO;28180000;330115;22;27851212;;SMSCARDOSO
3127700000000;2;CENTRO DE HAMATOLOGIA FARRERAS VALENTI LTDA (UNIDADE ALTIN.);8;CARLOS GOMES;132;;ALTINOPOLIS;35053100;312770;33;32734665;rh@farreras.com.br;DILENE ALVES
2209370000000;1;3ª EQUIPE DE PSF;561;VERISSIMO ANTONIO DA SILVA;83;UNIDADE MISTA;CENTRO;64518000;220937;;;;SCNES
3554100000000;1;SUBNUBLEO CAIEIRAS;31;ESTRADA MUNICIPAL GERALDO CURSINO DE MOURA;S/N;;CAIEIRAS;12090000;355410;12;36260201;;DAVID
3554100000000;2;SUBNUCLEO SETE VOLTAS;31;ESTRADA MUNICIPAL DAS SETE VOLTAS;S/N;;SETE VOLTAS;12031550;355410;12;36216600;;DAVID
3554100000000;3;SUBNUCLEO POUSO FRIO;31;ESTRADA MUNICIPAL DO POUSO FRIO;S/N;;POUSO FRIO;12030180;355410;12;36216600;;DAVID
3554100000000;4;SUBNUCLEO SAO JOAO DO MACUCO;31;ESTRADA MUNICIPAL SAO JOAO DO MACUCO;S/N;;SAO JOAO DO MACUCO;12030180;355410;12;36216600;;DAVID
2704310000000;1;ENDERECO COMPLEMENTAR 1;81;FREI CANECA;75;;FAROL;57055040;270430;82;30285550;;BIANCA
4121210000000;2;UBS DE AGUA CLARA DE CIMA;31;PRINCIPAL;SN;PREDIO;AGUA CLARA DE CIMA;83840000;412120;;;;CNES
1300410000000;1;UNIDADE DE APOIO RIBEIRINHA;480;COMUNIDADES RIBEIRINHAS;0;;ZONA RURAL;69700000;130040;97;33211192;sms-barcelos@saude.am.gov.br;SCNES
3143300000000;2;FISIOCENTER CONVÊNIOS;561;SAO TOME;204;;TODOS OS SANTOS;39400122;314330;38;32292000;santacasa@santacasamontesclaros.com.br;DANIELIPR
3143300000000;3;UNIDADE DE RADIOTERAPIA - RADIALIS;655;MESTRA FININHA;621;;CENTRO;39401612;314330;38;32292000;santacasa@santacasamontesclaros.com.br;DANIELIPR
3143300000000;4;SANTA CASA OLHOS SUS;561;GABRIEL PASSOS;53;;CENTRO;39400112;314330;38;32292000;santacasa@santacasamontesclaros.com.br;DANIELIPR
3143300000000;5;HOSPITAL DO RIM - NEFROLOGIA;561;IRMA BEATA;467;1º E 2º ANDAR;CENTRO;39400110;314330;38;32292000;santacasa@santacasamontesclaros.com.br;DANIELIPR
3143300000000;6;FISIOCENTER SUS;561;JOAO ALVES COUTINHO;25;;VILA BRASILIA;39400157;314330;38;32292000;santacasa@santacasamontesclaros.com.br;DANIELIPR
3143300000000;7;SANTA CASA OLHOS CONVÊNIOS E PARTICULARES;561;CORONEL LUIZ PIRES;80;;CENTRO;39400106;314330;38;32292000;santacasa@santacasamontesclaros.com.br;DANIELIPR
3520500000000;1;VIGILANCIA MUNICIPAL EM SAUDE DE INDAIATUBA;656;ENGENHEIRO FABIO ROBERTO BARNABE;2800;;JARDIM ESPLANADA II;13331900;352050;19;38349168;;SESAU
3106200000000;1;ANEXO ZOONOSE;561;FERNAO DIAS;428;FUNDOS;MARIANO DE ABREU;31050100;310620;31;32468511;csmabreu@pbh.gov.br;CARINA
1507210000000;1;BARRACAO COMUNITARIO MONTE ALEGRE;713;MONTE ALEGRE;SN;;RURAL;68635000;150720;;;;SEMUS
1507210000000;2;BARRACAO COMUNITARIO PEDREIRA;713;PEDREIRA;SN;;RURAL;68635000;150720;;;;SEMUS
1507210000000;3;BARRACAO COMUNITARIO BETEL;713;BETEL;SN;;RURAL;68635000;150720;;;;SEMUS
1507210000000;4;BARRACAO COMUNITARIO NATAL DE JESUS;713;NATAL DE JESUS;SN;;RURAL;68635000;150720;;;;SEMUS
3304560000000;1;EYE CENTER;8;DAS AMERICAS;500;BL. 4/ LOJA 115;BARRA DA TIJUCA;22640102;330455;21;24921539;jaimeguedes@gmail.com;SMS RIO
3304550000000;1;EYE CENTER;8;DAS AMERICAS;500;04/LJ 115 E06/L J118;BARRA DA TIJUCA;22640102;330455;21;24921539;jaimeguedes@gmail.com;SMS RIO
3550300000000;1;AMBULATORIO DE ESPECIALIDADES;8;ADOLFO PINHEIRO;256;;SANTO AMARO;4734000;355030;11;55211538;;CADASTRO
3550300000000;2;PREDIO ADMNISTRATIVO;65;DONA BENTA VIERA;57;;SANTO AMARO;4750010;355030;;;;CADASTRO
3550300000000;3;AMBULATORIO DE FISIOTERAPIA;8;JOAO DIAS;556;;SANTO AMARO;4724003;355030;11;56872810;;CADASTRO
1100190000000;1;ENDERECO COMPLEMENTAR 1;561;PRESIDENTE DUTRA;276;;PIONEIROS;76970000;110018;;;;LEIDY
3133800000000;1;ENDERECO COMPLEMENTAR 1;561;DIOGENES NOGUEIRA;11;LOJA 1;CENTRO;35680040;313380;37;32410482;prestolab2012@hotmail.com;WESLEY
3513410000000;1;ENDERECO COMPLEMENTAR 1;657;MAJOR NOVAES;715;;CENTRO;12701330;351340;12;31847000;;MESTRE
4128200000000;1;ENDERECO COMPLEMENTAR 1;561;CORONEL AMAZONAS;491;;CENTRO;84600000;412820;42;39031628;;VIVIANA
4128200000000;2;ENDERECO COMPLEMENTAR 2;561;JOAO GUALBERTO;SN;;CENTRO;84600000;412820;42;39031618;;VIVIANA
3114410000000;1;ENDERECO COMPLEMENTAR 1;100;CEL JOAO PINTO VILELA;2;;CENTRO;37150000;311440;35;35612080;sms@carmodorioclaro.mg.gov.br;CARMO123
3147610000000;1;ENDERECO COMPLEMENTAR 1;561;CAXAMBU;61;;CENTRO;37460000;314760;35;33711633;;SAUDE
4317310000000;1;ENDERECO COMPLEMENTAR 1;81;CONDE PORTO ALEGRE;960;;CENTRO;96230000;431730;53;99530903;;SERVIDOR
1500610000000;1;ENDERECO COMPLEMENTAR 1;8;DJALMA DULTRA;1652;PROXIMO A BIG BEN;CATEDRAL;68371970;150060;93;35153213;medicallabatm@gmail.com;SESMA
3304560000000;1;ENDERECO COMPLEMENTAR 1;655;BRAZ DE PINA;2638;SALA 202;VISTA ALEGRE;21235605;330455;21;33712916;ANAREGINAGADELHA@YAHOO.COM.BR;SMS RIO
3524700000000;1;ENDERECO COMPLEMENTAR 1;656;AVENIDA DOS IPES;678;INTERCLINICAS;ROSEIRA DE BAIXO;13820000;352470;19;38378300;;ERALDO
3524710000000;1;ENDERECO COMPLEMENTAR 1;561;AVENIDA DOS IPES;678;CHALE 404;ROSEIRA DE BAIXO;13820000;352470;19;38378300;;ERALDO
3545210000000;1;ENDERECO COMPLEMENTAR 1;561;FLORIANO PEIXOTO;1122;;VILA NOVA;13322020;354520;11;46027071;;VALDIRENE
3545210000000;2;ENDERECO COMPLEMENTAR 2;561;FLORIANO PEIXOTO;1122;;VILA NOVA;13322020;354520;11;46027071;;VALDIRENE
3545210000000;3;ENDERECO COMPLEMENTAR 3;561;TACA JULES RIMET;315;;VILA HENRIQUE;13321271;354520;;;;VALDIRENE
3162950000000;1;ENDERECO COMPLEMENTAR 1;81;RUA GUAPE;20;;FURNAS;37945000;316294;;;;FCES
3150150000000;2;ENDERECO COMPLEMENTAR 2;81;A;S/N;BLOCO G LOTE 4;ZONA RURAL;35325000;315015;33;99178031;saudepiedade@yahoo.com.br;M EDUARDA
3507400000000;1;PSF VILA HERMES - BORBOREMA;561;OCTAVIO LUIS TORRES;4;;VILA HERMES;14955000;350740;16;32661019;;TATIANA
3152400000000;1;LABORATORIO MUNICIPAL DE ANALISES CLINICAS;65;PRACA FREI GASPAR;358;;CENTRO;39827000;315240;;;;MESTRE
1501400000000;1;CENTRO DE HEMODIALISE MONTEIRO LEITE;81;MUNDURUCUS;1720;;BATISTA CAMPOS;66035360;150140;91;33422904;gasparvianna@uol.com.br;HCGV10
1304400000000;1;ESCOLA MUNICIPAL SAO BENEDITO;104;URUCARAZINHO;SN;;ZONA RURAL;69180000;130440;;;;FABRISIO
1304400000000;2;ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO;104;VILA SILVA;SN;PARANA DO RAMOS;ZONA RURAL;69180000;130440;;;;FABRISIO
1304400000000;3;ESCOLA MUNICIPAL SANTA FATIMA;104;BEIRA RIO;SN;COMUNID SANTA FATIMA;ZONA RURAL;69180000;130440;;;;FABRISIO
1304400000000;4;ESCOLA MUNICIPAL NOSSA SENHORA DO PERPETUO SOCORRO;104;VILA ALVES;SN;PARANA DO RAMOS;ZONA RURAL;69180000;130440;;;;FABRISIO
3545710000000;1;CARLOS ROBERTO LOCATTE FILHO;561;JOSE MARIA RODRIGUES;1040;CASA - SALA A;CENTRO;15750000;354570;17;997361861;carlos_locatte@hotmail.com;CNES
4202400000000;5;VELHA;81;GENERAL OSORIO;880;;VELHA;89010100;420240;47;33284161;;GREICE
4202400000000;6;GARCIA;81;AMAZONAS;3101;;GARCIA;89010100;420240;47;33362053;;GREICE
4202400000000;7;VILA NOVA;81;BENJAMIN CONSTANT;2459;;VILA NOVA;89010100;420240;47;33234612;;GREICE
4202400000000;4;SALTO DO NORTE;81;JOHANN SACHSE;2113;SALA 02;SALTO DO NORTE;89010100;420240;47;33242470;;JOYCE
4202400000000;5;GARCIA;81;AMAZONAS;3906;SALA 01;GARCIA;89010100;420240;47;33267138;;JOYCE
4307610000000;1;VIGILANCIA EM SAUDE;561;THEODOMIRO PORTO DA FONSECA;25;;CENTRO;93600000;430760;51;35511417;;SEMSA
4119160000000;1;POSTO DE COLETA;81;BOLSAO DOS PAPAGAIOS;48;;CENTRO;83320360;411915;41;30339999;;JOVELINA
2924000000000;1;POSTO DE COLETA HMPA;561;AO LADO CENTRO DE SAUDE BTN II;424;PREDIO;BTN II;48602030;292400;75;32825140;;@HRPA
2508910000000;1;RUA VISCONDE DE ITAPARICA;81;VISCONDE DE ITAPARICA;156;CASA;CENTRO;58280000;250890;83;988652065;;ADMIN
3512710000000;1;UBS ANDRE GIMENE;81;4:00 AM;SN;;JARDIM RESIDENCIAL D;13540000;351270;;;;VALERIA
4305100000000;1;PRONTO ATENDIMENTO UNIMED;561;CARLOS BIANCHINI;2020;;MARECHAL FLORIANO;95013000;430510;54;32029000;;ADMIN
4106900000000;2;CLINICA DE ODONTOLOGIA;81;IMACULADA CONCEICAO;1155;AO LADO DA BIBLIOTEC;PRADO VELHO;80215901;410690;41;32711574;marcio.vianna@pucpr.br;MSCHNEIDER
4108100000000;1;ATENDIMENTO DE ODONTOLOGIA;65;SILVERIO ANGELO DALLAGO;83;CASA;CENTRO;86780000;410810;44;32571462;;GESTOR
3554100000000;1;SUBNUCLEO PEDRA NEGRA;31;ESTRADA MUNICIPAL DA PEDRA NEGRA;S/N;;PEDRA NEGRA;12030180;355410;12;36216600;;DAVID
3554100000000;2;SUBNUCLEO SANTA LUZIA RURAL;31;ESTRADA MUNICIPAL JOAQUIM MENDES PEREIRA;S/N;;SANTA LUZIA RURAL;12010240;355410;12;36216600;;DAVID
5004300000000;1;CESI;655;WALONSEK CONRAD;SN;ANEXO AO AME;CENTRO;79960000;500430;67;34713944;;SAUDE
5105600000000;1;CEM / ANEXO A SMS;81;AVENIDA VICTOR FIDELIS DONINI;1029;;UNIAO;78525000;510560;66;35951679;;ADMIN
5201100000000;1;CENTRO CIRURGICO;655;AVENIDA FAYAD HANNA;235;;CIDADE JARDIM;75080410;520110;62;33240393;;SEMUSA
3304550000000;1;HOSPITAL DO OLHO DO RIO DE JANEIRO;81;CAPITAO SALOMAO;23;;HUMAITA;22271040;330455;;;;SMS RIO
3539200000000;1;CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO DA COVID-19;81;EUCLIDES DA CUNHA;S/N;PREDIO AUXILIAR;CENTRO;19200000;353920;18;32692609;;PIRAPO
4106900000000;3;HOSPITAL DE OLHOS BATEL;4;PRESIDENTE TAUNAY;483;;BATEL;80420180;410690;41;32224222;comercial@hopr.com.br;RSTOICOV
3118610000000;1;GASTROCENTRO CTG;655;TITO FULGENCIO;967;;JARDIM INDUSTRIAL;32215000;311860;31;97775230;comercial@gastrocentroctg.com.br;GESTOR
4212800000000;1;ANTONIO ZIMERMANN;561;ANTONIO ZIMERMANN;611;;ITACOLOMI;88380000;421280;47;33607770;melim.assessoria@gmail.com;CRISTIANE
5106290000000;1;CENTRO DE ESPECIALIDADES MEDICAS;8;VEREADOR JOAO LOPO DE SOUZA;SN;;INDUSTRIAL;78590000;510629;;;;MESTRE
2407110000000;1;CLINICA TERAPEUTICA CAMINHO DE LUZ;56;LOTEAMENTO FERREIRO TORTO;SN;LOTE 04;ZONA RURAL;59280000;240710;84;991816070;ctccaminhodeluz@hotmail.com;ROLDAO
3305300000000;1;CENTRO DE TRIAGEM;81;DR JULIO VIEITAS;124;;CENTRO;28550000;330530;;;;SMSALTO
1101470000000;1;JOSE RODRIGUES;561;RUA;1675;SALA05;CENTRO;76976000;110147;69;34461145;;MESTRE
1101470000000;2;JORGE TEIXEIRA;561;RUA;1275;SALA05;CENTRO;76976000;110147;69;34461141;;MESTRE
3550310000000;1;CONSULTÓRIO;562;RUA EMILIO MALLET;317;7º ANDAR;VILA GOMES CARDIM;3322000;355030;11;31240999;;CADASTRO
2916800000000;6;CENTRO DE FISIONTERAPIA MUNICIPAL;8;RUI BARBOSA;SN;;CENTRO;45780000;291680;;;;SNEIA
3106210000000;2;GERENCIA ODONTOLOGICA / GEODONT;655;DOS ANDRADAS;367;3 ANDAR;CENTRO;30120010;310620;31;32372026;geodont@ipsemg.mg.gov.br;FABIO
3106210000000;1;CLINICA MEDICO ODONTOLOGICO LTDA;81;PERNAMBUCO;189;SALAS 401 E 402;FUNCIONARIOS;30130150;310620;31;32225696;clinica@smilebh.com.br;SMSAS
4115200000000;3;CENTRAL DE ABASTECIMENTO FARMACÊUTICO (CAF);561;MACHADO DE ASSIS;270;;ZONA 06;87015580;411520;44;32616217;;GESTOR
3133750000000;1;CENTRO DE COVID;655;DA LIBERDADE;1365;B;CENTRO;37975000;313375;35;35364972;;SCNES
3200900000000;1;VILA MONTE SENIR;104;RUA FRANCISCO DE ANDRADE;S/N;;MONTE SENIR;29800000;320090;;;;MARINETE
4216900000000;1;POSTO DE COLETA;81;GUILHERME HACK;245;;PROGRESSO;89990000;421690;;;;SAUDE
5003700000000;1;UBS ARINO PEREIRA DE MATOS;81;SAO PAULO;1;;VILA FORMOSA;79872000;500370;67;34251225;;DAIAB01
3304550000000;1;FILIAL ANEXA;561;FRANCISCO SA;31;LOJA B;COPACABANA;22080010;330455;21;22411781;;SMS RIO
4108300000000;1;BRASIL;561;BRASIL;0;;CENTRO;85869657;410830;;;;JONATHAS
4108300000000;2;HOSPITAL MUNICIPAL PADRE GERMANO LAUCK;81;ADONIRAN BARBOSA;370;;PARQUE MONJOLO;85864380;410830;45;21051956;;JONATHAS
3512300000000;1;CENTRO ODONTOLOGICO MUNICIPAL;81;GOIAS;202;BLOCO B;CENTRO;18570000;351230;;;;351230
4208910000000;1;APAE JARAGUA DO SUL - FILIAL;81;CORONEL PROCOPIO GOMES DE OLIVEIRA;1575;;CENTRO;89251275;420890;47;20203880;coordenacaotecnica@apaejaragua.org.br;SCNES
5300100000000;1;SHCS CL 204 BLOCO B LOJA 36;77;SHCS CL 204 BLOCO B LOJA 36;36;;ASA SUL;70234520;530010;61;983836640;MATHEUS@G4F.COM.BR;GECAD
1100300000000;1;LEAL E CUNHA;561;GONCALVES DIAS;191;ANDAR 01 SALA 08 - B;CENTRO;76988055;110030;69;999507881;;VILHENA
4205410000000;1;LABORATORIO BIOLAB - POSTO DE COLETA;561;MADRE MARIA VILLAC;1563;;CANASVIEIRAS;88054001;420540;48;32593623;viniciuslabbiolab@gmail.com;ISABELA
4207000000000;1;CENTRO MUNICIPAL DE VACINAÇÃO DO COVID-19 DE IÇARA;8;PROCOPIO LIMA;S/N;PAVILHAO DA FAI;CENTRO;88820000;420700;48;34313545;;SAUDE
5002710000000;1;LABORATÓRIO UNIMED;561;RUA GOIAS;695;;CENTRO;79020101;500270;67;33182452;gabriela.martins@unimedcg.com.br;JANAINA
4124900000000;1;FARMACIA MUNICIPAL;8;SENADOR SOUZA NAVES;759;;CENTRO;87740000;412490;;;;ALZIRA
3304200000000;1;CASA DA GESTANTE;81;FRANCISCO VILLACA;177;;CENTRO;27511280;330420;;;;SCNES
3142300000000;1;UNIDADE DE APOIO PESSEGUEIRO;561;RUA MARIA DA CONCEICAO SILVA;4283;;PESSEGUEIRO;35470000;314230;31;35751445;aps@moeda.mg.gov.br;JULIO CEZAR
4103060000000;1;UNIDADE DE BASICA DE SAUDE DISTRITO FLOR DA SERRA;28;LINHA FLOR DA SERRA;SN;;INTERIOR;85780000;410305;;;;SMSBVA
3513400000000;1;HOSPITAL;656;AV MAJOR NOVAES;715;HOSPITAL;CENTRO;12701906;351340;12;31847000;secretaria@santacasacruzeiro.com.br;MESTRE
3204910000000;1;GM SERVICOS MEDICOS LTDA;561;RUA ERMELINO CARNEIRO SOBRINHO;322;;FATIMA;29933600;320490;27;37611786;contato@consilcontabilidade.com;JUBERLI
2207010000000;2;ACADEMIA DA SAUDE;81;COMADRE ANA;S/N;;OEIRAS NOVA;64500000;220700;;;;SCNES
2501500000000;1;EXTENSAO CIDADE BAIXA;8;JOAO PESSOA;SN;;CENTRO;58220000;250150;;;;SCNES
